bbox,img_id,query
"[27.0, 97.0, 260.0, 322.0]",31642.jpg,grass left of player 16
"[27.0, 97.0, 260.0, 322.0]",31642.jpg,the grass left of the middle dude
"[27.0, 97.0, 260.0, 322.0]",31642.jpg,"grass, left side"
"[27.0, 97.0, 260.0, 322.0]",31642.jpg,"field, middle left"
"[0.0, 0.0, 132.0, 328.0]",21419.jpg,left sky
"[101.0, 4.0, 360.0, 480.0]",21419.jpg,palm tree
"[206.0, 188.0, 293.0, 389.0]",21419.jpg,sky between tower and tree
"[33.0, 128.0, 276.0, 466.0]",21419.jpg,tower building
"[34.0, 101.0, 139.0, 156.0]",23658.jpg,white car next to the mans head to the left
"[326.0, 133.0, 480.0, 229.0]",19335.jpg,trees on far rt
"[0.0, 150.0, 360.0, 480.0]",23658.jpg,bottom light
"[54.0, 252.0, 480.0, 360.0]",19335.jpg,under boat
"[114.0, 357.0, 345.0, 480.0]",19799.jpg,white bags at bottom
"[89.0, 349.0, 167.0, 400.0]",19799.jpg,dish top left on blanket
"[89.0, 349.0, 167.0, 400.0]",19799.jpg,plate directly below guys nose
"[0.0, 307.0, 360.0, 480.0]",19799.jpg,triangle at bottom
"[0.0, 64.0, 480.0, 276.0]",32091.jpg,tennis court
"[258.0, 193.0, 291.0, 248.0]",32091.jpg,bottom right tennis player
"[142.0, 272.0, 365.0, 360.0]",15804.jpg,green bag
"[368.0, 181.0, 480.0, 222.0]",36079.jpg,bus
"[0.0, 224.0, 480.0, 320.0]",36079.jpg,road at bottom
"[0.0, 0.0, 480.0, 154.0]",36079.jpg,sky
"[130.0, 183.0, 447.0, 356.0]",17210.jpg,bed
"[0.0, 88.0, 67.0, 360.0]",6973.jpg,the guy in blue on far left
"[0.0, 0.0, 360.0, 165.0]",20929.jpg,ceiling
"[62.0, 194.0, 350.0, 296.0]",37209.jpg,base of statue with writing
"[163.0, 62.0, 308.0, 214.0]",37209.jpg,horse statue
"[0.0, 0.0, 480.0, 207.0]",37209.jpg,sky
"[0.0, 0.0, 480.0, 360.0]",2967.jpg,anywhere but lizard
"[84.0, 279.0, 273.0, 320.0]",37209.jpg,very bottom orange part on rock in middle
"[338.0, 198.0, 480.0, 320.0]",37209.jpg,bottom right
"[338.0, 198.0, 480.0, 320.0]",37209.jpg,bottom right
"[0.0, 0.0, 360.0, 45.0]",10212.jpg,ceiling
"[0.0, 0.0, 360.0, 45.0]",10212.jpg,ceiling
"[0.0, 0.0, 360.0, 45.0]",10212.jpg,ceiling triangle
"[0.0, 0.0, 360.0, 45.0]",10212.jpg,ceiling
"[0.0, 0.0, 360.0, 45.0]",10212.jpg,ceiling
"[0.0, 0.0, 360.0, 45.0]",10212.jpg,ceiling
"[0.0, 0.0, 360.0, 45.0]",10212.jpg,ceiling
"[0.0, 0.0, 360.0, 45.0]",10212.jpg,ceiling
"[0.0, 0.0, 360.0, 45.0]",10212.jpg,very top middle
"[0.0, 0.0, 360.0, 45.0]",10212.jpg,ceiling
"[0.0, 0.0, 360.0, 45.0]",10212.jpg,the ceiling
"[0.0, 0.0, 360.0, 45.0]",10212.jpg,the ceiling
"[0.0, 0.0, 360.0, 45.0]",10212.jpg,ceiling
"[0.0, 0.0, 360.0, 45.0]",10212.jpg,ceiling
"[0.0, 0.0, 360.0, 45.0]",10212.jpg,ceiling
"[0.0, 0.0, 360.0, 45.0]",10212.jpg,top center
"[0.0, 0.0, 360.0, 45.0]",10212.jpg,ceiling
"[0.0, 0.0, 360.0, 45.0]",10212.jpg,ceiling
"[0.0, 0.0, 360.0, 45.0]",10212.jpg,ceiling
"[0.0, 0.0, 360.0, 45.0]",10212.jpg,ceiling
"[0.0, 0.0, 360.0, 45.0]",10212.jpg,ceiling
"[0.0, 0.0, 360.0, 45.0]",10212.jpg,very top cnter
"[0.0, 0.0, 360.0, 45.0]",10212.jpg,very top
"[0.0, 0.0, 360.0, 45.0]",10212.jpg,ceiling
"[0.0, 0.0, 360.0, 45.0]",10212.jpg,ceiling
"[0.0, 0.0, 360.0, 45.0]",10212.jpg,ceiling
"[0.0, 0.0, 360.0, 45.0]",10212.jpg,ceiling
"[0.0, 0.0, 360.0, 45.0]",10212.jpg,ceiling
"[0.0, 0.0, 360.0, 45.0]",10212.jpg,ceiling
"[0.0, 0.0, 360.0, 45.0]",10212.jpg,ceiling
"[0.0, 0.0, 360.0, 45.0]",10212.jpg,the ceiling
"[0.0, 0.0, 360.0, 45.0]",10212.jpg,ceiling
"[0.0, 0.0, 360.0, 45.0]",10212.jpg,ceiling
"[0.0, 0.0, 360.0, 45.0]",10212.jpg,ceiling of room
"[0.0, 0.0, 360.0, 45.0]",10212.jpg,ceiling
"[0.0, 0.0, 360.0, 45.0]",10212.jpg,ceiling
"[0.0, 0.0, 360.0, 45.0]",10212.jpg,ceiling at very tip middle
"[0.0, 0.0, 360.0, 45.0]",10212.jpg,top center
"[0.0, 0.0, 360.0, 45.0]",10212.jpg,ceiling
"[0.0, 0.0, 360.0, 45.0]",10212.jpg,ceiling
"[210.0, 403.0, 268.0, 434.0]",10212.jpg,yellow pie
"[193.0, 295.0, 219.0, 367.0]",10212.jpg,beer bottle left of group of bottles on table
"[77.0, 373.0, 360.0, 480.0]",10212.jpg,the table cloth on the bottom
"[0.0, 95.0, 360.0, 480.0]",10212.jpg,any person
"[0.0, 0.0, 246.0, 169.0]",10212.jpg,top left wall
"[301.0, 22.0, 360.0, 190.0]",10212.jpg,upper right wall
"[4.0, 109.0, 143.0, 216.0]",704.jpg,most left people
"[4.0, 109.0, 143.0, 216.0]",704.jpg,kids on left
"[71.0, 110.0, 344.0, 480.0]",31653.jpg,man
"[238.0, 80.0, 318.0, 184.0]",31653.jpg,middle of painting
"[0.0, 0.0, 360.0, 267.0]",31653.jpg,wall above guy and painting
"[0.0, 0.0, 480.0, 163.0]",33412.jpg,sky above the water
"[313.0, 130.0, 480.0, 240.0]",39804.jpg,mtn on rt
"[0.0, 165.0, 314.0, 320.0]",33412.jpg,water left
"[0.0, 187.0, 397.0, 320.0]",39804.jpg,bottom left corner
"[0.0, 128.0, 480.0, 259.0]",39804.jpg,water
"[135.0, 203.0, 176.0, 265.0]",33412.jpg,first rock on the left
"[0.0, 390.0, 360.0, 480.0]",14918.jpg,bottom right corner
"[172.0, 33.0, 244.0, 283.0]",37588.jpg,guy in front
"[0.0, 0.0, 360.0, 117.0]",14918.jpg,sky
"[0.0, 83.0, 360.0, 390.0]",14918.jpg,stones on left
"[130.0, 257.0, 193.0, 297.0]",11486.jpg,plate in front of girl with red coat
"[119.0, 241.0, 158.0, 269.0]",11486.jpg,"dish? hat in front of woman in red, not the full plate"
"[234.0, 242.0, 389.0, 360.0]",11486.jpg,white thing center bottom
"[346.0, 297.0, 407.0, 337.0]",11486.jpg,tray just below lady's sandwich on right side
"[0.0, 97.0, 480.0, 360.0]",11486.jpg,the people
"[106.0, 179.0, 470.0, 360.0]",11486.jpg,parts of table without stuff on it
"[0.0, 0.0, 480.0, 135.0]",11486.jpg,trees
"[140.0, 197.0, 253.0, 255.0]",11486.jpg,bread in package
"[184.0, 265.0, 254.0, 315.0]",11486.jpg,pineapple green
"[23.0, 0.0, 385.0, 127.0]",38924.jpg,trees above people
"[23.0, 0.0, 385.0, 127.0]",38924.jpg,top trees
"[379.0, 0.0, 480.0, 137.0]",38924.jpg,top right
"[379.0, 0.0, 480.0, 137.0]",38924.jpg,"sky, right corner"
"[170.0, 88.0, 273.0, 154.0]",38924.jpg,middle black hat
"[75.0, 0.0, 413.0, 34.0]",38192.jpg,"sky, middle"
"[75.0, 0.0, 413.0, 34.0]",38192.jpg,sky
"[253.0, 168.0, 480.0, 296.0]",38192.jpg,field right
"[0.0, 172.0, 232.0, 299.0]",38192.jpg,left field
"[109.0, 89.0, 251.0, 183.0]",17887.jpg,hat
"[100.0, 225.0, 155.0, 388.0]",12497.jpg,man in black on left
"[284.0, 69.0, 309.0, 89.0]",7824.jpg,back right light
"[141.0, 92.0, 271.0, 175.0]",7824.jpg,rear window
"[141.0, 92.0, 271.0, 175.0]",7824.jpg,middle back window
"[141.0, 92.0, 271.0, 175.0]",7824.jpg,back window
"[141.0, 92.0, 271.0, 175.0]",7824.jpg,i always mess that up sorry! back window
"[141.0, 92.0, 271.0, 175.0]",7824.jpg,rear view window
"[141.0, 92.0, 271.0, 175.0]",7824.jpg,the back window
"[0.0, 107.0, 480.0, 360.0]",7824.jpg,man in tan
"[0.0, 161.0, 456.0, 360.0]",7824.jpg,seats
"[0.0, 0.0, 451.0, 88.0]",7824.jpg,the ceiling
"[187.0, 275.0, 262.0, 360.0]",7824.jpg,aisle at bottom
"[291.0, 60.0, 480.0, 205.0]",7824.jpg,windows on right side
"[291.0, 60.0, 480.0, 205.0]",7824.jpg,glass windows on the right side of the bus
"[0.0, 64.0, 117.0, 159.0]",7824.jpg,windows left
"[0.0, 138.0, 240.0, 230.0]",19237.jpg,sand left of plane above wing
"[0.0, 138.0, 240.0, 230.0]",19237.jpg,mountain left of plane
"[0.0, 138.0, 240.0, 230.0]",19237.jpg,mountains on left
"[0.0, 138.0, 240.0, 230.0]",19237.jpg,mountains above plane on left
"[189.0, 225.0, 289.0, 303.0]",19237.jpg,ramp
"[0.0, 255.0, 480.0, 360.0]",19237.jpg,"tarmac, asphalt on bottom"
"[0.0, 255.0, 480.0, 360.0]",19237.jpg,"ground, below plane"
"[0.0, 255.0, 480.0, 360.0]",19237.jpg,the tarmac
"[0.0, 119.0, 476.0, 302.0]",19237.jpg,plane
"[0.0, 0.0, 480.0, 156.0]",19237.jpg,sky
"[259.0, 131.0, 480.0, 227.0]",19237.jpg,hill right of plane
"[0.0, 51.0, 360.0, 450.0]",27377.jpg,hut
"[0.0, 282.0, 341.0, 360.0]",3535.jpg,bottom left
"[0.0, 0.0, 480.0, 88.0]",13677.jpg,sky
"[0.0, 217.0, 480.0, 360.0]",13677.jpg,ground bottom
"[0.0, 217.0, 480.0, 360.0]",13677.jpg,"the sand at the bottom of the picture, in front of the van and people"
"[16.0, 141.0, 303.0, 349.0]",13677.jpg,tire
"[0.0, 215.0, 480.0, 360.0]",40120.jpg,near sand
"[327.0, 168.0, 480.0, 195.0]",40120.jpg,water right
"[0.0, 0.0, 480.0, 184.0]",40120.jpg,sky
"[0.0, 46.0, 480.0, 360.0]",11310.jpg,road left foreground
"[0.0, 0.0, 360.0, 137.0]",32162.jpg,the sky
"[0.0, 375.0, 360.0, 480.0]",32162.jpg,road
"[135.0, 21.0, 264.0, 458.0]",32162.jpg,person
"[0.0, 76.0, 360.0, 410.0]",32162.jpg,car door design
"[5.0, 26.0, 360.0, 48.0]",12866.jpg,island top middle
"[0.0, 36.0, 360.0, 480.0]",12866.jpg,ocean
"[0.0, 0.0, 360.0, 47.0]",12866.jpg,blue sky to[
"[57.0, 115.0, 321.0, 350.0]",12866.jpg,ppl
"[0.0, 172.0, 349.0, 480.0]",12866.jpg,they sitting on
"[93.0, 310.0, 154.0, 363.0]",12866.jpg,shoes
"[181.0, 115.0, 342.0, 228.0]",38248.jpg,big tree middle
"[196.0, 204.0, 410.0, 291.0]",38248.jpg,house
"[189.0, 0.0, 347.0, 107.0]",19278.jpg,glasses
"[104.0, 227.0, 221.0, 347.0]",19278.jpg,flowers
"[104.0, 227.0, 221.0, 347.0]",19278.jpg,vase with flowers
"[104.0, 227.0, 221.0, 347.0]",19278.jpg,vase
"[104.0, 227.0, 221.0, 347.0]",19278.jpg,white flowers
"[104.0, 227.0, 221.0, 347.0]",19278.jpg,flowers in a vase
"[104.0, 227.0, 221.0, 347.0]",19278.jpg,flowers
"[339.0, 143.0, 432.0, 267.0]",19278.jpg,right chair
"[339.0, 143.0, 432.0, 267.0]",19278.jpg,chair on the right that white shirt guy sits in
"[334.0, 147.0, 385.0, 213.0]",19278.jpg,animal in lap
"[273.0, 116.0, 412.0, 290.0]",19278.jpg,man with dog
"[147.0, 277.0, 480.0, 320.0]",30382.jpg,sand
"[0.0, 146.0, 212.0, 232.0]",40154.jpg,trees a left
"[0.0, 242.0, 480.0, 360.0]",40154.jpg,ground lower
"[122.0, 166.0, 195.0, 200.0]",17378.jpg,surfboard
"[122.0, 166.0, 195.0, 200.0]",17378.jpg,wsurfboard
"[122.0, 166.0, 195.0, 200.0]",17378.jpg,board
"[122.0, 166.0, 195.0, 200.0]",17378.jpg,surfboard
"[122.0, 166.0, 195.0, 200.0]",17378.jpg,object person is standing on
"[122.0, 166.0, 195.0, 200.0]",17378.jpg,surfboard
"[0.0, 176.0, 480.0, 360.0]",17378.jpg,water in front
"[0.0, 0.0, 480.0, 161.0]",17378.jpg,ocean above waves
"[0.0, 0.0, 480.0, 161.0]",17378.jpg,"top, above wave"
"[217.0, 58.0, 480.0, 236.0]",17378.jpg,wave to right of surfer
"[167.0, 72.0, 244.0, 183.0]",17378.jpg,guy
"[0.0, 173.0, 360.0, 480.0]",4085.jpg,water
"[135.0, 47.0, 299.0, 267.0]",37368.jpg,building directly above the cannon
"[88.0, 116.0, 189.0, 382.0]",6972.jpg,foreveralone person
"[88.0, 116.0, 189.0, 382.0]",6972.jpg,"standing man, who is in a blue shirt"
"[88.0, 116.0, 189.0, 382.0]",6972.jpg,man standing
"[88.0, 116.0, 189.0, 382.0]",6972.jpg,guy standing
"[88.0, 116.0, 189.0, 382.0]",6972.jpg,standing man
"[88.0, 116.0, 189.0, 382.0]",6972.jpg,dude standing up
"[0.0, 0.0, 407.0, 91.0]",22972.jpg,sky left
"[0.0, 74.0, 480.0, 226.0]",22972.jpg,grass in middle
"[0.0, 290.0, 480.0, 360.0]",22972.jpg,grass bottom
"[88.0, 237.0, 198.0, 326.0]",22972.jpg,animal
"[181.0, 0.0, 480.0, 107.0]",22972.jpg,top right
"[51.0, 96.0, 360.0, 480.0]",18504.jpg,black shirt
"[0.0, 67.0, 360.0, 274.0]",18504.jpg,bushes
"[0.0, 0.0, 360.0, 98.0]",18504.jpg,sky
"[212.0, 164.0, 360.0, 480.0]",18504.jpg,just below the horn right center
"[212.0, 164.0, 360.0, 480.0]",18504.jpg,just above right arm
"[33.0, 9.0, 172.0, 173.0]",18504.jpg,headdress
"[22.0, 412.0, 360.0, 480.0]",18504.jpg,space between bluejeans and shirt
"[298.0, 398.0, 350.0, 476.0]",18504.jpg,cactus bottom right
"[110.0, 104.0, 189.0, 292.0]",37901.jpg,red shirt in front
"[39.0, 211.0, 106.0, 296.0]",8590.jpg,woman with pink shirt white headband
"[0.0, 199.0, 480.0, 360.0]",31267.jpg,ground far right
"[0.0, 199.0, 480.0, 360.0]",31267.jpg,ground below guy
"[0.0, 132.0, 128.0, 170.0]",31267.jpg,left water
"[238.0, 111.0, 401.0, 266.0]",31267.jpg,car
"[0.0, 0.0, 480.0, 135.0]",31267.jpg,anywhere top
"[405.0, 141.0, 480.0, 186.0]",31267.jpg,water right
"[0.0, 0.0, 480.0, 95.0]",39658.jpg,sky
"[64.0, 158.0, 480.0, 360.0]",39658.jpg,trees lower right
"[81.0, 256.0, 119.0, 330.0]",12551.jpg,person on far left
"[0.0, 272.0, 480.0, 360.0]",12551.jpg,the surrounding lower area of concrete
"[0.0, 0.0, 407.0, 40.0]",2573.jpg,high sky
"[9.0, 89.0, 76.0, 179.0]",8592.jpg,black coat far left
"[196.0, 4.0, 311.0, 211.0]",7128.jpg,"brown to the left of ladder, directly over them"
"[196.0, 4.0, 311.0, 211.0]",7128.jpg,"the tower thing, but not the ladder"
"[196.0, 4.0, 311.0, 211.0]",7128.jpg,millon a barn
"[170.0, 182.0, 236.0, 343.0]",7128.jpg,two people to left of ladder
"[91.0, 34.0, 141.0, 106.0]",8592.jpg,window/door above gal in red coat
"[10.0, 166.0, 168.0, 224.0]",7128.jpg,building in back left
"[9.0, 190.0, 43.0, 292.0]",7128.jpg,person on left
"[0.0, 0.0, 212.0, 186.0]",7128.jpg,sky left
"[394.0, 81.0, 452.0, 142.0]",8592.jpg,two guys top right
"[274.0, 81.0, 343.0, 146.0]",8592.jpg,left
"[141.0, 16.0, 170.0, 137.0]",8592.jpg,shelf
"[141.0, 16.0, 170.0, 137.0]",8592.jpg,other post
"[0.0, 0.0, 259.0, 251.0]",30265.jpg,top left wall
"[0.0, 0.0, 480.0, 176.0]",32323.jpg,sky
"[0.0, 175.0, 480.0, 353.0]",32323.jpg,the water
"[51.0, 66.0, 374.0, 339.0]",24045.jpg,amy part of the group of people
"[0.0, 0.0, 68.0, 132.0]",24045.jpg,sky all the way to the left
"[0.0, 0.0, 68.0, 132.0]",24045.jpg,sky upper left corner
"[0.0, 0.0, 68.0, 132.0]",24045.jpg,top left corner only
"[0.0, 0.0, 68.0, 132.0]",24045.jpg,sky
"[0.0, 0.0, 68.0, 132.0]",24045.jpg,the northwestern blue part of the sky
"[297.0, 245.0, 480.0, 360.0]",24045.jpg,grass bottom right corener
"[148.0, 56.0, 313.0, 119.0]",24045.jpg,blue sky just above center person
"[27.0, 0.0, 480.0, 118.0]",24045.jpg,clouds
"[0.0, 88.0, 360.0, 270.0]",23578.jpg,mountian range
"[0.0, 240.0, 109.0, 480.0]",23578.jpg,ground left of girl
"[220.0, 213.0, 284.0, 244.0]",23578.jpg,white area on the right beside the girls shoulder
"[59.0, 197.0, 128.0, 235.0]",23578.jpg,white house on left side of girl
"[90.0, 138.0, 248.0, 480.0]",23578.jpg,girl
"[228.0, 255.0, 360.0, 480.0]",23578.jpg,bottom right
"[0.0, 0.0, 360.0, 110.0]",23578.jpg,sky
"[190.0, 74.0, 480.0, 218.0]",6419.jpg,bushes far right middle of picture
"[0.0, 0.0, 263.0, 45.0]",6419.jpg,sky
"[0.0, 60.0, 189.0, 266.0]",6419.jpg,no train
"[136.0, 159.0, 327.0, 238.0]",15309.jpg,seal
"[136.0, 159.0, 327.0, 238.0]",15309.jpg,sea lion
"[136.0, 159.0, 327.0, 238.0]",15309.jpg,seal
"[136.0, 159.0, 327.0, 238.0]",15309.jpg,seal
"[136.0, 159.0, 327.0, 238.0]",15309.jpg,seal
"[136.0, 159.0, 327.0, 238.0]",15309.jpg,animal
"[134.0, 167.0, 194.0, 226.0]",23578.jpg,nose of lady
"[105.0, 179.0, 334.0, 278.0]",6419.jpg,middle green patch of grass in front of shrubs
"[0.0, 257.0, 72.0, 330.0]",2287.jpg,the leaf the monkey is grabbing with his bottom hand
"[209.0, 241.0, 480.0, 298.0]",38084.jpg,the limo to the right
"[0.0, 287.0, 480.0, 360.0]",38084.jpg,street under limos
"[20.0, 250.0, 207.0, 290.0]",38084.jpg,first limo on left
"[133.0, 9.0, 407.0, 189.0]",38084.jpg,center building
"[0.0, 0.0, 480.0, 143.0]",38084.jpg,sky
"[1.0, 184.0, 459.0, 256.0]",35726.jpg,bridge
"[56.0, 189.0, 121.0, 285.0]",24306.jpg,water left of sign
"[56.0, 189.0, 121.0, 285.0]",24306.jpg,water left of sign
"[56.0, 189.0, 121.0, 285.0]",24306.jpg,water on the left of the sign
"[56.0, 189.0, 121.0, 285.0]",24306.jpg,water to left of words on sign
"[56.0, 189.0, 121.0, 285.0]",24306.jpg,water to the left of the sign
"[56.0, 189.0, 121.0, 285.0]",24306.jpg,water directly left of sign
"[56.0, 189.0, 121.0, 285.0]",24306.jpg,part of water between sign and dock on left
"[0.0, 0.0, 480.0, 172.0]",24306.jpg,sky
"[260.0, 296.0, 480.0, 360.0]",24306.jpg,grass on right
"[111.0, 162.0, 351.0, 196.0]",24306.jpg,green mountain
"[0.0, 287.0, 122.0, 321.0]",24306.jpg,the grass to the left of the sign
"[0.0, 317.0, 366.0, 360.0]",24306.jpg,brown ground lower left
"[139.0, 230.0, 237.0, 293.0]",24306.jpg,water in middle of sign
"[255.0, 197.0, 480.0, 300.0]",24306.jpg,the water to the right of the sign
"[0.0, 62.0, 419.0, 360.0]",9532.jpg,person
"[357.0, 68.0, 440.0, 167.0]",9532.jpg,dudes hat
"[0.0, 0.0, 480.0, 45.0]",9532.jpg,sky
"[54.0, 35.0, 407.0, 325.0]",25739.jpg,tv any
"[0.0, 23.0, 480.0, 154.0]",9532.jpg,any back hill
"[0.0, 113.0, 480.0, 360.0]",9532.jpg,ground in front
"[182.0, 119.0, 392.0, 349.0]",7277.jpg,group of people on right
"[0.0, 0.0, 201.0, 225.0]",20133.jpg,top left
"[0.0, 239.0, 275.0, 360.0]",7277.jpg,bright part of ground left bottom
"[0.0, 239.0, 275.0, 360.0]",7277.jpg,"sand, lower left"
"[0.0, 0.0, 480.0, 159.0]",30578.jpg,sky
"[0.0, 51.0, 359.0, 442.0]",6888.jpg,animal
"[0.0, 0.0, 360.0, 94.0]",6888.jpg,sky
"[0.0, 208.0, 360.0, 480.0]",6888.jpg,grass bottom right corner
"[9.0, 213.0, 480.0, 324.0]",10657.jpg,lower railing
"[0.0, 0.0, 267.0, 262.0]",10657.jpg,trees
"[92.0, 0.0, 480.0, 123.0]",10657.jpg,sky
"[81.0, 160.0, 399.0, 234.0]",10657.jpg,group of people
"[360.0, 25.0, 472.0, 121.0]",10657.jpg,statue
"[15.0, 0.0, 434.0, 337.0]",20244.jpg,the area the animals are sittinng in.
"[17.0, 160.0, 263.0, 274.0]",20244.jpg,left llama
"[0.0, 156.0, 207.0, 480.0]",37863.jpg,chair
"[0.0, 156.0, 207.0, 480.0]",37863.jpg,chair
"[0.0, 156.0, 207.0, 480.0]",37863.jpg,chair left
"[0.0, 156.0, 207.0, 480.0]",37863.jpg,seat
"[0.0, 156.0, 207.0, 480.0]",37863.jpg,chair girl is leaning on
"[0.0, 156.0, 207.0, 480.0]",37863.jpg,grey chair
"[0.0, 156.0, 207.0, 480.0]",37863.jpg,left chair
"[83.0, 0.0, 320.0, 149.0]",37863.jpg,top right corner
"[21.0, 43.0, 320.0, 480.0]",37863.jpg,woman
"[0.0, 0.0, 480.0, 77.0]",7277.jpg,top most sky
"[0.0, 174.0, 360.0, 411.0]",32411.jpg,green section
"[0.0, 174.0, 360.0, 411.0]",32411.jpg,the trees in the distance
"[0.0, 174.0, 360.0, 411.0]",32411.jpg,anywhere green
"[0.0, 174.0, 360.0, 411.0]",32411.jpg,trees
"[0.0, 174.0, 360.0, 411.0]",32411.jpg,grass
"[0.0, 174.0, 360.0, 411.0]",32411.jpg,grassy bushes behind a man
"[0.0, 0.0, 360.0, 480.0]",10940.jpg,wall
"[74.0, 36.0, 334.0, 480.0]",10940.jpg,prsn
"[144.0, 250.0, 273.0, 467.0]",32411.jpg,seated man
"[39.0, 63.0, 472.0, 360.0]",8199.jpg,any 1
"[0.0, 0.0, 320.0, 280.0]",37556.jpg,car
"[0.0, 141.0, 64.0, 281.0]",37556.jpg,left wheel
"[0.0, 262.0, 480.0, 320.0]",37556.jpg,ground
"[305.0, 42.0, 480.0, 69.0]",6204.jpg,tiny blue sky above cloud on rt
"[314.0, 256.0, 480.0, 360.0]",6204.jpg,bottom right
"[0.0, 26.0, 323.0, 78.0]",6204.jpg,mountains in background on left
"[0.0, 145.0, 312.0, 301.0]",6204.jpg,left rocks
"[4.0, 86.0, 480.0, 272.0]",6204.jpg,middle rolling hills
"[0.0, 226.0, 356.0, 360.0]",6204.jpg,plant bottom left
"[0.0, 0.0, 480.0, 46.0]",6204.jpg,sky
"[0.0, 0.0, 480.0, 46.0]",6204.jpg,"sky, very top of pic"
"[52.0, 53.0, 393.0, 88.0]",6204.jpg,the white clout surrounging the mountaintop
"[26.0, 117.0, 280.0, 427.0]",20243.jpg,lady thigh
"[0.0, 180.0, 113.0, 245.0]",2856.jpg,trees on left
"[0.0, 45.0, 480.0, 283.0]",2856.jpg,any part of the building
"[0.0, 250.0, 480.0, 360.0]",2856.jpg,road
"[107.0, 135.0, 253.0, 321.0]",2856.jpg,statue
"[0.0, 0.0, 480.0, 126.0]",2856.jpg,sky not cloud
"[0.0, 5.0, 480.0, 199.0]",2856.jpg,large clouds
"[408.0, 52.0, 480.0, 199.0]",4571.jpg,ground right of cactus
"[0.0, 0.0, 480.0, 360.0]",4571.jpg,cactus
"[303.0, 0.0, 480.0, 65.0]",4571.jpg,verty top rt corner
"[5.0, 109.0, 337.0, 317.0]",4571.jpg,the lizard
"[5.0, 109.0, 337.0, 317.0]",4571.jpg,iguana
"[336.0, 207.0, 394.0, 244.0]",16189.jpg,water between red hair lady and tree
"[256.0, 179.0, 290.0, 262.0]",16189.jpg,person in white shirt standing in boat (behind lady with red hair)
"[256.0, 179.0, 290.0, 262.0]",16189.jpg,person in boat in light shirt
"[256.0, 179.0, 290.0, 262.0]",16189.jpg,3rd person from right on boat
"[256.0, 179.0, 290.0, 262.0]",16189.jpg,man in white standing on boat behind woman in blue
"[256.0, 179.0, 290.0, 262.0]",16189.jpg,person in white in orange canoe
"[303.0, 181.0, 342.0, 272.0]",16189.jpg,blue person standing on canoe
"[303.0, 181.0, 342.0, 272.0]",16189.jpg,person in blue standing in the boat
"[303.0, 181.0, 342.0, 272.0]",16189.jpg,woman in blue
"[186.0, 168.0, 261.0, 246.0]",16189.jpg,people back of the boat
"[186.0, 233.0, 480.0, 314.0]",16189.jpg,blue boat with people
"[0.0, 100.0, 360.0, 480.0]",22830.jpg,ground below them
"[26.0, 61.0, 171.0, 89.0]",22830.jpg,mountains in the distance
"[4.0, 69.0, 360.0, 165.0]",22830.jpg,top of brown mountain of rock
"[4.0, 69.0, 360.0, 165.0]",22830.jpg,"the rocks on above the people, right beneath the sky"
"[94.0, 175.0, 244.0, 326.0]",22830.jpg,people
"[0.0, 0.0, 360.0, 76.0]",22830.jpg,sky
"[207.0, 0.0, 480.0, 145.0]",9914.jpg,top right corner
"[148.0, 177.0, 202.0, 208.0]",11415.jpg,blue area of sky directly above building
"[124.0, 84.0, 474.0, 178.0]",9914.jpg,mountasins
"[19.0, 422.0, 360.0, 480.0]",11415.jpg,road
"[0.0, 64.0, 360.0, 410.0]",11415.jpg,church
"[0.0, 0.0, 360.0, 261.0]",11415.jpg,sky
"[0.0, 400.0, 360.0, 480.0]",11415.jpg,grass in front of statue
"[261.0, 97.0, 360.0, 228.0]",11415.jpg,clear blue sky
"[261.0, 97.0, 360.0, 228.0]",11415.jpg,blue sky right of church no clouds
"[261.0, 97.0, 360.0, 228.0]",11415.jpg,light blue patch center right edge
"[147.0, 250.0, 216.0, 426.0]",11415.jpg,statue
"[0.0, 107.0, 360.0, 426.0]",11415.jpg,trees
"[0.0, 107.0, 360.0, 426.0]",11415.jpg,trees
"[0.0, 107.0, 360.0, 426.0]",11415.jpg,any tree
"[0.0, 107.0, 360.0, 426.0]",11415.jpg,trees
"[0.0, 107.0, 360.0, 426.0]",11415.jpg,tree left
"[0.0, 107.0, 360.0, 426.0]",11415.jpg,leafy green branches
"[0.0, 0.0, 480.0, 179.0]",9914.jpg,clouds left
"[0.0, 126.0, 141.0, 360.0]",9914.jpg,left person
"[216.0, 108.0, 480.0, 320.0]",37660.jpg,grass on the right
"[0.0, 0.0, 323.0, 51.0]",23865.jpg,top left sky
"[31.0, 177.0, 278.0, 393.0]",23865.jpg,people
"[0.0, 392.0, 360.0, 480.0]",23865.jpg,beige ground
"[0.0, 0.0, 360.0, 384.0]",23865.jpg,stone right side
"[0.0, 183.0, 77.0, 298.0]",2572.jpg,tree left
"[21.0, 1.0, 100.0, 147.0]",12335.jpg,blue wall left
"[305.0, 236.0, 480.0, 360.0]",12335.jpg,dirt under feet
"[145.0, 0.0, 400.0, 89.0]",12335.jpg,top middle
"[355.0, 1.0, 480.0, 117.0]",12335.jpg,blue slide top left
"[69.0, 0.0, 173.0, 156.0]",12335.jpg,plant to the left of the head
"[69.0, 0.0, 173.0, 156.0]",12335.jpg,plant
"[0.0, 68.0, 290.0, 360.0]",12335.jpg,left corner
"[175.0, 38.0, 479.0, 354.0]",12335.jpg,person
