img_id,bbox,query
37747.jpg,"[386.0, 186.0, 480.0, 258.0]",['patch of grass on the right of the road']
37747.jpg,"[317.0, 104.0, 363.0, 220.0]",['man']
9811.jpg,"[0.0, 164.0, 360.0, 303.0]",['mountain']
37747.jpg,"[187.0, 15.0, 480.0, 69.0]",['long narrow cloud above bicyclist']
39918.jpg,"[40.0, 95.0, 398.0, 307.0]",['rocks in the middle']
39918.jpg,"[250.0, 15.0, 445.0, 61.0]",['grass \\']
7554.jpg,"[19.0, 243.0, 360.0, 480.0]",['the right bottom corner']
35667.jpg,"[0.0, 234.0, 97.0, 362.0]",['trees to left of building']
32205.jpg,"[0.0, 171.0, 480.0, 286.0]",['grass below motorcycle']
32205.jpg,"[173.0, 110.0, 266.0, 156.0]",['bike']
25732.jpg,"[19.0, 0.0, 342.0, 405.0]",['the boys face']
31839.jpg,"[0.0, 0.0, 480.0, 94.0]","['grey clouds, top of pic', 'clouds']"
31839.jpg,"[20.0, 107.0, 242.0, 173.0]",['brown area of mountain to left']
8057.jpg,"[22.0, 121.0, 456.0, 324.0]","['people', 'people']"
8133.jpg,"[160.0, 146.0, 356.0, 440.0]",['person']
15438.jpg,"[0.0, 305.0, 480.0, 360.0]",['water']
8133.jpg,"[0.0, 236.0, 360.0, 480.0]",['floor below cow']
8133.jpg,"[200.0, 147.0, 261.0, 211.0]","[""man's hat""]"
20239.jpg,"[0.0, 41.0, 51.0, 214.0]",['black door']
6670.jpg,"[0.0, 148.0, 160.0, 267.0]",['the water on the left']
6670.jpg,"[135.0, 74.0, 261.0, 360.0]",['middle two cacti']
6670.jpg,"[0.0, 0.0, 478.0, 136.0]",['sky']
1867.jpg,"[308.0, 105.0, 480.0, 182.0]",['sky above closest cactus']
6670.jpg,"[409.0, 48.0, 468.0, 340.0]","['cactus on right', 'cactus on right', 'cactus right']"
11213.jpg,"[145.0, 166.0, 247.0, 310.0]",['flower in middle']
10197.jpg,"[0.0, 0.0, 88.0, 117.0]",['left window']
10197.jpg,"[434.0, 139.0, 480.0, 228.0]",['lamp on far right']
10197.jpg,"[85.0, 0.0, 310.0, 144.0]",['pink wall middle']
10197.jpg,"[0.0, 85.0, 480.0, 360.0]","['nayone', 'people']"
10197.jpg,"[293.0, 0.0, 480.0, 117.0]",['open window right']
19707.jpg,"[0.0, 0.0, 480.0, 305.0]",['trees']
18032.jpg,"[20.0, 119.0, 466.0, 360.0]",['any person']
18032.jpg,"[0.0, 0.0, 320.0, 246.0]",['rocky side above blue hatted guy']
18032.jpg,"[173.0, 40.0, 480.0, 214.0]",['area on the right just above the peoples heads']
13666.jpg,"[0.0, 229.0, 480.0, 360.0]",['water']
13666.jpg,"[0.0, 0.0, 480.0, 161.0]",['sky']
13666.jpg,"[49.0, 201.0, 451.0, 259.0]",['boat']
7606.jpg,"[326.0, 250.0, 360.0, 346.0]",['chair edge']
7606.jpg,"[226.0, 363.0, 273.0, 423.0]",['dark rug before the door']
15586.jpg,"[0.0, 256.0, 480.0, 360.0]",['street']
15586.jpg,"[409.0, 163.0, 453.0, 254.0]",['tree at the right corner of building']
16827.jpg,"[0.0, 0.0, 480.0, 179.0]",['top']
3142.jpg,"[1.0, 196.0, 247.0, 309.0]",['left side body of water in the foreground']
3142.jpg,"[0.0, 23.0, 472.0, 137.0]",['dirty mountains in background']
3142.jpg,"[0.0, 194.0, 480.0, 360.0]",['the city']
3142.jpg,"[197.0, 75.0, 478.0, 199.0]",['water on the right']
3142.jpg,"[4.0, 90.0, 282.0, 213.0]",['rocks in center of photo']
3142.jpg,"[3.0, 111.0, 144.0, 179.0]",['water to left of object in center screen']
3142.jpg,"[343.0, 159.0, 478.0, 279.0]","['hill on far right', 'grass behind the buildings on the far right', 'patch of green hill on right', 'green on right os screen', 'land middle right', 'land on the very right in middle', 'mountains on thr right edge']"
12190.jpg,"[321.0, 176.0, 368.0, 254.0]",['backpack of man on far rt']
12190.jpg,"[229.0, 183.0, 264.0, 259.0]",['light blue']
12190.jpg,"[162.0, 174.0, 206.0, 260.0]","[""2nd man on left's backpack""]"
12190.jpg,"[104.0, 187.0, 146.0, 266.0]",['the bag on the lady to the far left']
12190.jpg,"[1.0, 243.0, 480.0, 360.0]",['ground']
30198.jpg,"[131.0, 109.0, 210.0, 268.0]","['bike', 'wheel']"
39016.jpg,"[133.0, 119.0, 391.0, 197.0]",['wood piece the guy is standing directly on']
39016.jpg,"[144.0, 21.0, 218.0, 138.0]",['guy']
39016.jpg,"[0.0, 0.0, 480.0, 343.0]",['sky']
6878.jpg,"[0.0, 387.0, 360.0, 480.0]",['rock very bottom of pic']
15538.jpg,"[0.0, 175.0, 248.0, 360.0]",['tree bottom middle']
15538.jpg,"[0.0, 0.0, 480.0, 171.0]",['the sky']
15538.jpg,"[10.0, 207.0, 363.0, 360.0]",['person in white']
15538.jpg,"[357.0, 275.0, 480.0, 360.0]",['street bottom right corner']
6486.jpg,"[0.0, 235.0, 480.0, 272.0]",['mountains']
663.jpg,"[150.0, 76.0, 186.0, 179.0]",['2nd man left with notes']
39180.jpg,"[135.0, 117.0, 360.0, 311.0]",['kangaro']
2462.jpg,"[0.0, 0.0, 480.0, 235.0]",['brick']
2462.jpg,"[0.0, 0.0, 480.0, 360.0]",['bottom rt corner']
30289.jpg,"[188.0, 62.0, 428.0, 320.0]",['him']
2462.jpg,"[0.0, 0.0, 307.0, 360.0]",['wall on left']
2462.jpg,"[96.0, 201.0, 408.0, 360.0]",['bottom middle area']
2462.jpg,"[318.0, 45.0, 480.0, 263.0]",['design on right']
11558.jpg,"[444.0, 151.0, 480.0, 257.0]",['very right bags']
11558.jpg,"[436.0, 49.0, 480.0, 152.0]",['kid right side pink']
11558.jpg,"[392.0, 45.0, 429.0, 97.0]","['above desk on the right', 'whatever is behind the podium in the back right, greenish']"
3991.jpg,"[0.0, 45.0, 480.0, 360.0]","['you had it green trees closes to us', 'tree, far left foreground']"
3991.jpg,"[20.0, 15.0, 480.0, 326.0]",['any of the trees to the right of the water']
27053.jpg,"[344.0, 164.0, 399.0, 232.0]","['seal on left that is kissing', '2 seals kissing, the one on left']"
27053.jpg,"[194.0, 173.0, 358.0, 213.0]",['the seal in the middle of the screen laying down']
27053.jpg,"[0.0, 1.0, 480.0, 108.0]",['top']
27053.jpg,"[0.0, 285.0, 62.0, 356.0]",['bottom head']
27053.jpg,"[9.0, 230.0, 154.0, 349.0]",['bottom left*']
27053.jpg,"[77.0, 130.0, 305.0, 257.0]",['seal standing in middle']
31670.jpg,"[0.0, 0.0, 328.0, 35.0]",['sky top left']
31670.jpg,"[0.0, 275.0, 480.0, 360.0]",['street']
8889.jpg,"[337.0, 185.0, 360.0, 239.0]",['most right yellow thing above the plants']
22381.jpg,"[50.0, 128.0, 205.0, 480.0]",['man in front']
22381.jpg,"[0.0, 0.0, 360.0, 342.0]",['any area above persons heads']
22381.jpg,"[194.0, 291.0, 360.0, 480.0]",['grass bottom right']
22381.jpg,"[172.0, 357.0, 265.0, 479.0]",['brown bottom middle']
22381.jpg,"[93.0, 379.0, 153.0, 480.0]","[""between the man's legs""]"
31041.jpg,"[0.0, 0.0, 480.0, 116.0]",['sky']
9112.jpg,"[283.0, 127.0, 480.0, 277.0]",['plane ramp']
33445.jpg,"[160.0, 137.0, 480.0, 229.0]",['water']
33445.jpg,"[122.0, 153.0, 422.0, 243.0]",['beach sand']
33445.jpg,"[0.0, 0.0, 480.0, 134.0]",['sky']
31679.jpg,"[41.0, 88.0, 471.0, 309.0]","['any person', 'people']"
31679.jpg,"[0.0, 264.0, 480.0, 360.0]",['ground in front']
31679.jpg,"[0.0, 0.0, 480.0, 93.0]",['sky']
33438.jpg,"[0.0, 0.0, 480.0, 146.0]","['sky', 'sky', 'sky', 'sky', 'sky', 'sky', 'sky', 'sky', 'sky', 'the sky', 'sky', 'sky', 'sky', 'sky', 'sky', 'sky', 'sky', 'sky', 'sky', 'sky', 'sky', 'sky', 'sky', 'the sky', 'sky', 'sky', 'sky', 'sky', 'sky', 'sky', 'sky', 'click on sky', 'sky', 'sky over the water', 'sky', 'the entire sky', 'the sky', 'sky', 'sky', 'sky', 'sky', 'sky', 'sky', 'sky', 'sky', 'sky', 'sky', 'sky', 'sky', 'sky', 'sky', 'sky', 'sky', 'sky', 'sky', 'sky', 'the sky', 'sky', 'sky', 'sky over cliffs', 'sky', 'gray sky', 'sky', 'sky', 'sky', 'sky', 'sky']"
6923.jpg,"[0.0, 0.0, 480.0, 98.0]",['sky']
8318.jpg,"[219.0, 324.0, 396.0, 360.0]",['front most grassy knoll']
8318.jpg,"[97.0, 0.0, 480.0, 360.0]",['trees upper right']
38678.jpg,"[0.0, 0.0, 360.0, 356.0]",['sky']
38678.jpg,"[84.0, 179.0, 360.0, 368.0]",['big green rock']
38678.jpg,"[0.0, 398.0, 360.0, 480.0]",['water']
35931.jpg,"[0.0, 99.0, 480.0, 360.0]",['center']
9629.jpg,"[0.0, 27.0, 235.0, 360.0]",['couple on left']
9629.jpg,"[368.0, 39.0, 480.0, 230.0]",['man in orange on right']
9629.jpg,"[254.0, 7.0, 379.0, 202.0]",['green shirt']
9629.jpg,"[0.0, 0.0, 323.0, 148.0]",['window']
9629.jpg,"[319.0, 0.0, 480.0, 121.0]",['yellow wall behind the guys']
9629.jpg,"[246.0, 244.0, 347.0, 327.0]",['front papers']
9629.jpg,"[359.0, 201.0, 426.0, 294.0]",['the box on th table']
10358.jpg,"[179.0, 163.0, 360.0, 352.0]",['piano']
10358.jpg,"[54.0, 134.0, 174.0, 360.0]",['dancing queen']
10358.jpg,"[0.0, 348.0, 360.0, 480.0]",['floor']
25535.jpg,"[0.0, 273.0, 360.0, 480.0]","['street', 'bottom front....tiles']"
31819.jpg,"[229.0, 72.0, 301.0, 280.0]",['tennis dude']
19804.jpg,"[0.0, 0.0, 480.0, 230.0]","['sky', 'sky', 'sky', 'sky above building', 'sky', 'sky']"
26504.jpg,"[274.0, 143.0, 305.0, 195.0]","['window to the right of the door', 'center windowpane next to center door', 'window with bars closest to middle of pic']"
1215.jpg,"[0.0, 0.0, 480.0, 206.0]",['wall']
19325.jpg,"[0.0, 250.0, 282.0, 416.0]",['white roof front']
15898.jpg,"[200.0, 244.0, 226.0, 272.0]",['blue backpack on ground']
19325.jpg,"[0.0, 311.0, 208.0, 439.0]",['bush']
35589.jpg,"[0.0, 0.0, 449.0, 205.0]",['top of mountain']
1215.jpg,"[59.0, 137.0, 480.0, 360.0]",['right bed']
19325.jpg,"[0.0, 0.0, 360.0, 182.0]",['hill on left']
1215.jpg,"[0.0, 249.0, 79.0, 360.0]",['green floor']
26504.jpg,"[37.0, 141.0, 91.0, 258.0]",['the leftmost door']
4970.jpg,"[0.0, 188.0, 237.0, 360.0]",['most bottom left']
4970.jpg,"[45.0, 138.0, 211.0, 333.0]",['crab']
4970.jpg,"[70.0, 1.0, 480.0, 360.0]",['man']
4970.jpg,"[0.0, 0.0, 480.0, 33.0]",['trees in back']
4970.jpg,"[0.0, 32.0, 324.0, 229.0]",['water']
4970.jpg,"[440.0, 46.0, 480.0, 233.0]",['sand right of the person small']
10757.jpg,"[219.0, 183.0, 389.0, 257.0]",['front small tree']
10757.jpg,"[0.0, 289.0, 480.0, 360.0]",['sand on bottom']
10757.jpg,"[132.0, 219.0, 222.0, 339.0]",['people']
10757.jpg,"[0.0, 250.0, 82.0, 338.0]",['grass all the way on left']
10757.jpg,"[0.0, 0.0, 480.0, 182.0]",['sky']
10757.jpg,"[32.0, 26.0, 163.0, 212.0]",['farthest palm to the left']
10757.jpg,"[246.0, 0.0, 380.0, 187.0]",['largest palm tree']
1531.jpg,"[249.0, 101.0, 265.0, 121.0]","['bird in very middle of sky, top', 'very middle bird']"
1531.jpg,"[0.0, 220.0, 480.0, 360.0]",['bottom of screen anywhere below mountains']
1531.jpg,"[1.0, 123.0, 27.0, 161.0]",['left bird']
1531.jpg,"[0.0, 0.0, 480.0, 263.0]",['empty blue sky at top']
9895.jpg,"[244.0, 190.0, 360.0, 480.0]",['walkway']
38953.jpg,"[57.0, 0.0, 480.0, 360.0]",['rocks']
39346.jpg,"[0.0, 0.0, 480.0, 165.0]",['sky']
40146.jpg,"[0.0, 313.0, 480.0, 360.0]",['bottom road']
40146.jpg,"[265.0, 77.0, 395.0, 227.0]",['tree under lamp']
40146.jpg,"[78.0, 0.0, 274.0, 70.0]",['sky']
40146.jpg,"[217.0, 288.0, 480.0, 333.0]",['strip of sidewalk towards right of woman above street']
40146.jpg,"[43.0, 243.0, 140.0, 339.0]",['folks left side']
14637.jpg,"[194.0, 252.0, 257.0, 371.0]",['multi color lllama alpaca thingie']
22966.jpg,"[106.0, 114.0, 360.0, 176.0]",['hill']
22966.jpg,"[0.0, 194.0, 295.0, 354.0]",['rock face just above water on left']
22966.jpg,"[0.0, 120.0, 204.0, 211.0]",['yellow grass above rocks on left']
22966.jpg,"[0.0, 0.0, 360.0, 126.0]",['sky top of pic']
22966.jpg,"[80.0, 208.0, 360.0, 480.0]","['rocks on right side', 'rocks on rt']"
22966.jpg,"[0.0, 248.0, 297.0, 480.0]","['water, bottom left', 'stream']"
9655.jpg,"[107.0, 333.0, 137.0, 412.0]",['person center left']
9655.jpg,"[0.0, 328.0, 232.0, 366.0]",['the goats under the purple gate']
9655.jpg,"[0.0, 355.0, 209.0, 411.0]",['the brick wall in front']
9655.jpg,"[0.0, 210.0, 79.0, 335.0]",['building left']
9655.jpg,"[0.0, 416.0, 360.0, 480.0]",['road']
9655.jpg,"[0.0, 398.0, 221.0, 427.0]",['sidewalk below stone wall']
9655.jpg,"[199.0, 332.0, 347.0, 436.0]",['people right']
969.jpg,"[121.0, 168.0, 250.0, 325.0]",['nose']
969.jpg,"[2.0, 2.0, 360.0, 402.0]","[""space above kid's head""]"
969.jpg,"[4.0, 42.0, 360.0, 480.0]",['boy']
9655.jpg,"[66.0, 51.0, 360.0, 333.0]",['building in the middle']
9655.jpg,"[0.0, 0.0, 360.0, 340.0]",['sky']
16008.jpg,"[145.0, 38.0, 302.0, 480.0]",['the statue']
16008.jpg,"[0.0, 0.0, 360.0, 336.0]",['sky']
16008.jpg,"[40.0, 233.0, 164.0, 480.0]",['the man']
16008.jpg,"[0.0, 382.0, 47.0, 478.0]",['guys back pack']
16008.jpg,"[289.0, 326.0, 360.0, 480.0]",['bottom right corner']
35589.jpg,"[233.0, 197.0, 331.0, 336.0]",['guy on left calling for help']
18477.jpg,"[0.0, 147.0, 409.0, 360.0]",['water']
18477.jpg,"[289.0, 0.0, 460.0, 64.0]",['sky above his head']
18477.jpg,"[0.0, 0.0, 480.0, 176.0]",['trees']
18477.jpg,"[330.0, 42.0, 480.0, 360.0]",['ddue']
40172.jpg,"[95.0, 267.0, 196.0, 416.0]",['the brown one in front']
40172.jpg,"[191.0, 122.0, 299.0, 270.0]",['the white kangaroo']
40172.jpg,"[0.0, 55.0, 360.0, 480.0]",['ground bottom']
11881.jpg,"[0.0, 0.0, 360.0, 229.0]",['sky']
11881.jpg,"[184.0, 295.0, 360.0, 480.0]",['grass']
11881.jpg,"[0.0, 83.0, 360.0, 376.0]",['rocky hill wall thing']
11881.jpg,"[177.0, 168.0, 280.0, 222.0]",['hat']
11881.jpg,"[0.0, 191.0, 264.0, 480.0]","['people', 'people']"
10670.jpg,"[0.0, 68.0, 125.0, 325.0]",['tree on left']
8841.jpg,"[214.0, 222.0, 240.0, 249.0]",['last glass held up on right side']
8841.jpg,"[162.0, 225.0, 178.0, 300.0]",['the lit candle in the middle of the table']
8841.jpg,"[193.0, 235.0, 222.0, 267.0]",['glass by girl top right']
8841.jpg,"[152.0, 396.0, 241.0, 480.0]",['the front middle shaker']
8841.jpg,"[132.0, 352.0, 199.0, 427.0]",['book next to it maybe']
8841.jpg,"[0.0, 167.0, 360.0, 480.0]",['any 1']
8841.jpg,"[0.0, 261.0, 357.0, 480.0]",['wood table']
10640.jpg,"[283.0, 168.0, 383.0, 261.0]","['seal, right', 'seal on the right']"
8841.jpg,"[0.0, 0.0, 360.0, 233.0]","['top center', 'the wall']"
20547.jpg,"[248.0, 183.0, 480.0, 293.0]",['right bed']
20547.jpg,"[0.0, 206.0, 362.0, 360.0]",['bed on left']
20547.jpg,"[0.0, 0.0, 353.0, 161.0]",['wall']
2512.jpg,"[0.0, 377.0, 360.0, 480.0]",['chairs']
2512.jpg,"[235.0, 332.0, 286.0, 390.0]",['curtain just to right of main entry']
2512.jpg,"[114.0, 419.0, 233.0, 480.0]",['red carpet']
2512.jpg,"[140.0, 336.0, 223.0, 416.0]",['the center red door']
2512.jpg,"[72.0, 332.0, 121.0, 387.0]",['left red curtain above seats on bottom']
2512.jpg,"[0.0, 219.0, 360.0, 275.0]","['first story', 'first level balcony area']"
2512.jpg,"[0.0, 71.0, 360.0, 144.0]",['third balcony from the bottom']
30808.jpg,"[0.0, 209.0, 480.0, 320.0]",['anywhere on the very bottom']
30808.jpg,"[0.0, 0.0, 480.0, 155.0]",['sky not clouds']
30808.jpg,"[0.0, 158.0, 446.0, 192.0]",['middle']
22998.jpg,"[0.0, 376.0, 360.0, 480.0]",['grass on bottom']
22998.jpg,"[155.0, 260.0, 313.0, 296.0]",['city']
10957.jpg,"[2.0, 159.0, 128.0, 480.0]",['person']
22998.jpg,"[0.0, 62.0, 227.0, 126.0]",['mountain at top']
22998.jpg,"[0.0, 0.0, 360.0, 74.0]",['top']
22998.jpg,"[0.0, 129.0, 353.0, 268.0]",['any of the water']
32234.jpg,"[22.0, 262.0, 129.0, 324.0]",['the group of people in red shirts']
8668.jpg,"[95.0, 143.0, 387.0, 313.0]",['group of people posing with red outline']
32234.jpg,"[6.0, 31.0, 169.0, 123.0]",['cloud on the upper left']
32234.jpg,"[7.0, 323.0, 264.0, 360.0]",['grassy area bottom left']
32234.jpg,"[0.0, 0.0, 480.0, 180.0]",['the bright blue sky that i hate']
39104.jpg,"[0.0, 227.0, 480.0, 360.0]",['trees']
39104.jpg,"[0.0, 0.0, 480.0, 219.0]",['sky']
39104.jpg,"[38.0, 145.0, 431.0, 222.0]",['mountain']
37439.jpg,"[69.0, 128.0, 189.0, 444.0]",['red']
37439.jpg,"[206.0, 94.0, 301.0, 183.0]",['building big building']
37439.jpg,"[209.0, 240.0, 320.0, 382.0]",['bushes to the right of tripod leg']
37439.jpg,"[0.0, 192.0, 69.0, 234.0]",['pool of water left of red shirt']
37439.jpg,"[217.0, 200.0, 320.0, 244.0]",['water on right']
37439.jpg,"[0.0, 0.0, 320.0, 170.0]",['sky']
37439.jpg,"[146.0, 161.0, 239.0, 264.0]",['camera']
30801.jpg,"[283.0, 55.0, 475.0, 320.0]",['person rightt']
30801.jpg,"[77.0, 97.0, 198.0, 320.0]",['so happy girl on left']
7031.jpg,"[165.0, 164.0, 320.0, 360.0]",['middle 4 people']
17067.jpg,"[402.0, 134.0, 473.0, 221.0]",['tv only']
17067.jpg,"[0.0, 0.0, 99.0, 278.0]","['okay, so any of the wall on he left in the spider room.', 'top left corner', 'wall far left', 'left wall, dark part']"
17067.jpg,"[282.0, 3.0, 373.0, 152.0]",['window glass']
22061.jpg,"[18.0, 145.0, 153.0, 480.0]",['red shirt']
17067.jpg,"[376.0, 195.0, 474.0, 341.0]",['thing tv is on']
36056.jpg,"[0.0, 0.0, 316.0, 53.0]","['very left upper corner', 'sliver of sky, top left near edge']"
7017.jpg,"[93.0, 128.0, 338.0, 321.0]",['front hammock']
7017.jpg,"[77.0, 241.0, 98.0, 264.0]","['coke bottle to the left of blue hammock, very small', 'coke bottle on the left']"
7017.jpg,"[201.0, 196.0, 249.0, 245.0]","['the chair that is between the frontmost hammock and the one behind it. it is close to the center of the picture', 'between hammacks, chair with man sitting in it']"
37875.jpg,"[0.0, 219.0, 136.0, 434.0]",['flag']
37875.jpg,"[85.0, 196.0, 237.0, 460.0]","[""bike tire'""]"
37875.jpg,"[112.0, 17.0, 285.0, 457.0]",['blue shirt nigga']
37875.jpg,"[0.0, 52.0, 132.0, 227.0]",['helmet']
37875.jpg,"[0.0, 429.0, 320.0, 480.0]",['very bottom left']
10670.jpg,"[256.0, 170.0, 347.0, 310.0]",['bushy tree just right of center']
7063.jpg,"[0.0, 71.0, 360.0, 356.0]",['water']
32140.jpg,"[0.0, 180.0, 458.0, 284.0]",['grass on bottom of picture']
32140.jpg,"[0.0, 287.0, 480.0, 320.0]",['sand at the very bottom']
12069.jpg,"[293.0, 149.0, 365.0, 283.0]",['two guys together closest to the light pole on right']
32140.jpg,"[0.0, 0.0, 480.0, 157.0]","['the sky', 'sky area', 'sky', 'sky', 'sky', 'sky']"
12069.jpg,"[76.0, 143.0, 138.0, 317.0]",['man left']
12069.jpg,"[163.0, 146.0, 237.0, 323.0]",['blue jacket']
12069.jpg,"[451.0, 0.0, 480.0, 251.0]",['lamp post on the right']
12069.jpg,"[115.0, 0.0, 135.0, 169.0]",['pole on left']
12069.jpg,"[0.0, 216.0, 83.0, 280.0]",['left grass']
12069.jpg,"[202.0, 17.0, 255.0, 164.0]",['fountain']
12069.jpg,"[3.0, 0.0, 467.0, 176.0]",['building at back']
8479.jpg,"[201.0, 190.0, 326.0, 299.0]",['table']
8479.jpg,"[29.0, 252.0, 105.0, 346.0]","['dark area between the lady in pink stripes and the shrub on the left', 'left of pink shirt, light thing']"
19501.jpg,"[95.0, 153.0, 203.0, 401.0]",['man']
19501.jpg,"[192.0, 185.0, 305.0, 252.0]",['second boat from right']
7011.jpg,"[0.0, 118.0, 207.0, 194.0]",['wall behind left people']
7011.jpg,"[294.0, 3.0, 454.0, 283.0]",['white water']
7011.jpg,"[229.0, 121.0, 368.0, 241.0]",['the ledge the 2 men and one woman is on']
7011.jpg,"[81.0, 145.0, 117.0, 193.0]","['woman bending over on back left', 'girl bending over in water', 'left most person', 'leftmost chick', 'person stretching? to the left']"
7011.jpg,"[0.0, 177.0, 362.0, 360.0]",['water on the left half']
35910.jpg,"[0.0, 43.0, 335.0, 446.0]",['tree in front']
11712.jpg,"[428.0, 262.0, 480.0, 319.0]",['rightmost white car']
11712.jpg,"[354.0, 231.0, 480.0, 256.0]","['small area, green grass area on right under building above car', 'roses all the way to the right edge']"
35910.jpg,"[0.0, 0.0, 360.0, 335.0]",['sky']
35977.jpg,"[0.0, 0.0, 480.0, 113.0]",['sky']
6335.jpg,"[0.0, 0.0, 248.0, 30.0]",['sku']
13930.jpg,"[46.0, 354.0, 265.0, 466.0]",['rocks below cross']
13930.jpg,"[0.0, 0.0, 360.0, 383.0]",['sky']
3604.jpg,"[0.0, 268.0, 480.0, 360.0]",['bottom green area']
3604.jpg,"[0.0, 45.0, 480.0, 327.0]","['mountains center', 'mountain', 'mountain', 'mountain', 'middle mountain', ""mountain area's middle section"", 'peak of mountain on the right']"
3604.jpg,"[0.0, 0.0, 480.0, 256.0]",['sky']
8603.jpg,"[69.0, 50.0, 164.0, 127.0]",['bottles of liquor on shelf  left of mirror']
9008.jpg,"[386.0, 151.0, 480.0, 355.0]",['lone bush on right. so lonely']
9008.jpg,"[34.0, 289.0, 435.0, 360.0]",['bottom grass']
9008.jpg,"[123.0, 252.0, 402.0, 326.0]",['green bushes throught middle']
9008.jpg,"[0.0, 0.0, 479.0, 121.0]","['sky clouds', 'sky']"
9008.jpg,"[139.0, 0.0, 480.0, 84.0]",['tree branches up there']
9008.jpg,"[0.0, 99.0, 477.0, 358.0]",['middle']
8771.jpg,"[166.0, 214.0, 186.0, 233.0]",['just under the third head on lef']
8771.jpg,"[156.0, 232.0, 183.0, 251.0]",['cup on hand of lady on bottom left']
8771.jpg,"[280.0, 207.0, 302.0, 227.0]",['glass right third from back']
24698.jpg,"[0.0, 150.0, 480.0, 225.0]",['center landmass']
24698.jpg,"[32.0, 228.0, 480.0, 299.0]",['water']
24698.jpg,"[0.0, 0.0, 480.0, 172.0]",['sky']
24698.jpg,"[0.0, 283.0, 480.0, 360.0]",['bottom']
18841.jpg,"[137.0, 259.0, 480.0, 360.0]",['floor']
19058.jpg,"[7.0, 0.0, 243.0, 261.0]",['ceiling']
10463.jpg,"[0.0, 141.0, 480.0, 360.0]",['anywhere on houses']
19058.jpg,"[153.0, 4.0, 276.0, 281.0]",['left drape/curtain']
19058.jpg,"[12.0, 195.0, 360.0, 480.0]",['the bed; anywhere on the bed']
38703.jpg,"[0.0, 45.0, 480.0, 360.0]",['roof']
24418.jpg,"[415.0, 0.0, 480.0, 360.0]",['tree closest on very right']
24418.jpg,"[0.0, 0.0, 58.0, 80.0]",['blue sky in the top left corner']
24418.jpg,"[0.0, 290.0, 422.0, 360.0]",['all the grass at the bottom of pic']
13156.jpg,"[0.0, 0.0, 480.0, 172.0]","['the green mountains behind people', 'the green mountainside behind the people']"
24418.jpg,"[9.0, 4.0, 226.0, 284.0]",['tallest tree to left']
18841.jpg,"[326.0, 177.0, 377.0, 216.0]",['table between blue seats']
6534.jpg,"[0.0, 27.0, 480.0, 270.0]",['rocky things']
6534.jpg,"[0.0, 264.0, 430.0, 360.0]",['bushes at bottom']
6534.jpg,"[0.0, 0.0, 480.0, 162.0]",['sky']
5018.jpg,"[0.0, 0.0, 470.0, 153.0]",['sky']
9327.jpg,"[430.0, 169.0, 480.0, 284.0]","['flowers, far right just in frame', 'rose the the edge to the right']"
19653.jpg,"[0.0, 0.0, 360.0, 115.0]",['top rite corner']
5016.jpg,"[66.0, 60.0, 267.0, 447.0]",['middle of picture']
5016.jpg,"[0.0, 14.0, 66.0, 439.0]",['blue wall on left']
5016.jpg,"[224.0, 304.0, 360.0, 480.0]",['plant bottom right']
5016.jpg,"[35.0, 305.0, 263.0, 480.0]",['ground']
27362.jpg,"[161.0, 188.0, 480.0, 360.0]",['water']
17553.jpg,"[144.0, 0.0, 360.0, 136.0]",['sky right']
17553.jpg,"[102.0, 197.0, 339.0, 480.0]",['people']
17553.jpg,"[134.0, 177.0, 360.0, 361.0]",['sea']
27362.jpg,"[244.0, 179.0, 302.0, 209.0]",['rock or something in the far middle']
27362.jpg,"[0.0, 45.0, 215.0, 337.0]",['fungus on the tree left']
27362.jpg,"[201.0, 54.0, 309.0, 125.0]",['white sky']
8057.jpg,"[0.0, 0.0, 149.0, 45.0]",['top left corner sky']
8057.jpg,"[289.0, 0.0, 480.0, 154.0]",['the solid white top right of the screen']
9728.jpg,"[0.0, 212.0, 480.0, 236.0]",['lake?']
9728.jpg,"[0.0, 0.0, 480.0, 200.0]",['sky']
9728.jpg,"[0.0, 180.0, 480.0, 220.0]",['hills background']
9728.jpg,"[0.0, 235.0, 480.0, 360.0]",['bottom']
3966.jpg,"[107.0, 59.0, 231.0, 351.0]",['ghost puppet']
3966.jpg,"[0.0, 234.0, 360.0, 480.0]",['people right']
3966.jpg,"[63.0, 328.0, 360.0, 480.0]",['ground on bottom right']
3966.jpg,"[182.0, 132.0, 360.0, 249.0]",['house']
3966.jpg,"[295.0, 84.0, 360.0, 145.0]",['tree above the house']
3966.jpg,"[231.0, 188.0, 352.0, 255.0]",['bushes under house above people']
3966.jpg,"[0.0, 0.0, 360.0, 235.0]",['sky']
30242.jpg,"[0.0, 140.0, 458.0, 320.0]",['dirt bottom left']
30242.jpg,"[225.0, 138.0, 418.0, 285.0]",['trunk']
30242.jpg,"[0.0, 0.0, 340.0, 96.0]",['fuck the sky']
16495.jpg,"[96.0, 444.0, 170.0, 479.0]",['people to the left']
16495.jpg,"[156.0, 303.0, 268.0, 475.0]","['entrance to the church', 'entrance, dark portion']"
16495.jpg,"[0.0, 0.0, 360.0, 480.0]",['buuilding']
37278.jpg,"[256.0, 99.0, 480.0, 273.0]",['trees right']
37278.jpg,"[0.0, 98.0, 266.0, 209.0]",['buildings to the left']
37278.jpg,"[89.0, 221.0, 335.0, 320.0]",['middle bottm']
